game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
0,0,0,0,0,30,,9,0,1930-31,0,0,0,0,CBH,,0,,NHL
0,0,0,0,0,31,,0,0,1931-32,0,0,0,0,NYR,,0,,NHL
