assists,year,games_played,points,goals,team,age,pim,plus_minus,league
4,1919-20,14,16,12,Michigan Soo Indians,19,0,0,USAHA
4,1920-21,13,15,11,Sault Ste. Marie Greyhounds,20,0,0,NMHL
4,1920-21,9,15,11,Sault Ste. Marie Greyhounds,20,4,0,NOHA
0,1922-23,20,8,8,Eveleth Rangers,22,0,0,USAHA
0,1923-24,20,5,5,Eveleth Rangers,23,0,0,USAHA
0,1924-25,40,14,14,Eveleth Arrowheads,24,0,0,USAHA
4,1925-26,38,22,18,Eveleth-Hibbing Rangers,25,40,0,CHL
4,1926-27,34,17,13,St. Paul Saints,26,30,0,AHA
8,1927-28,40,28,20,St. Paul Saints,27,46,0,AHA
10,1928-29,39,26,16,St. Paul Saints,28,48,0,AHA
10,1929-30,45,35,25,St. Paul Saints,29,47,0,AHA
12,1932-33,31,28,16,St. Paul/Tulsa,32,10,0,AHA
9,1932-33,13,14,5,Springfield Indians,32,4,0,Can-Am
13,1933-34,46,34,21,Tulsa Oilers,33,37,0,AHA
18,1934-35,46,34,16,Tulsa Oilers,34,37,0,AHA
21,1935-36,45,41,20,Tulsa Oilers,35,27,0,AHA
16,1936-37,48,29,13,Kansas City Greyhounds,36,37,0,AHA
7,1937-38,36,13,6,Kansas City Greyhounds,37,2,0,AHA
