pim,team,assists,plus_minus,points,league,games_played,year,age,goals
24,Hamilton Bengal Cubs,1,0,6,OHA-Jr.,8,1937-38,17,5
45,Stratford Majors,4,0,15,OHA-Sr.,25,1938-39,18,11
22,Guelph Indians,7,0,28,OHA-Jr.,20,1939-40,19,21
33,Omaha Knights,18,0,36,AHA,48,1940-41,20,18
22,Indianapolis Capitols,19,0,30,AHL,29,1941-42,21,11
47,Indianapolis Capitols,51,0,85,AHL,55,1942-43,22,34
0,Vimy-Kingston,3,0,6,Exhib.,1,1944-45,24,3
0,Toronto Tip Tops,3,0,3,TIHL,1,1944-45,24,0
9,Toronto Uptown Tires,0,0,4,TMHL,3,1944-45,24,4
0,Kansas City Pla-Mors,8,0,10,USHL,5,1949-50,29,2
9,St. Louis Flyers,11,0,24,AHL,24,1949-50,29,13
22,Hershey Bears,16,0,30,AHL,30,1951-52,31,14
23,Hershey Bears,25,0,36,AHL,62,1952-53,32,11
58,Quebec Aces,32,0,55,QHL,70,1953-54,33,23
8,Sudbury Wolves,13,0,28,NOHA,29,1954-55,34,15
