year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2006-07,16,5,56,15,0,CzR-U17,37,HC Dukla Jihlava U17,20
2006-07,16,0,4,0,0,CzRep-Jr.,5,HC Dukla Jihlava Jr.,0
2007-08,17,2,44,8,0,CzRep-Jr.,41,HC Plzen Jr.,10
2008-09,18,1,14,4,0,CzRep-Jr.,13,HC Plzen Jr.,5
2008-09,18,0,2,0,0,CzRep-3,2,HC Rokycany,0
2008-09,18,1,58,7,-8,NAHL,36,Kenai River Brown Bears,8
2009-10,19,1,95,18,-6,USHL,50,Youngstown Phantoms,19
2010-11,20,2,38,7,0,WCHA,39,U. of Nebraska-Omaha,9
2011-12,21,4,26,13,0,WCHA,33,U. of Nebraska-Omaha,17
2012-13,22,9,53,16,16,WCHA,39,U. of Nebraska-Omaha,25
2012-13,22,2,8,1,-3,AHL,8,Syracuse Crunch,3
2013-14,23,1,2,3,-3,AHL,12,Syracuse Crunch,4
2016-17,26,0,2,0,-1,Internationa,3,Czech Republic (all),0
2016-17,26,1,2,0,-1,WCup,3,Czech Republic,1
