even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,0,MNS,0,7,21,0,,NHL,0,0,,1976-77,2,0,,0,0,-3
0,0,CBH,1,2,22,0,,NHL,0,10,,1977-78,4,10.0,,1,1,-3
0,0,EDM,0,2,24,0,,NHL,0,7,,1979-80,3,0.0,,0,0,-6
1,1,EDM,1,4,25,0,,NHL,0,6,,1980-81,9,16.7,,0,2,-1
