league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,17,0,20,0,2,0,,NYR,[],0,0,1,0,1,0,1935-36,,0,16,0,0
NHL,47,0,21,0,15,0,,NYR,[],0,0,7,0,8,0,1936-37,,0,23,0,0
NHL,47,0,22,0,19,0,,NYR,[],0,0,14,0,5,0,1937-38,,0,56,0,0
NHL,0,0,23,0,21,0,,NYR,[],0,0,19,0,2,0,1938-39,,0,20,0,0
NHL,48,0,24,0,17,0,,NYR,[],0,0,13,0,4,0,1939-40,,0,61,0,0
NHL,47,0,25,0,20,0,,NYR,[],0,0,17,0,3,0,1940-41,,0,52,0,0
NHL,47,0,26,0,28,0,,NYR,[],0,0,24,0,4,0,1941-42,,0,55,0,0
NHL,44,0,27,0,39,0,,TOT,[],0,0,27,0,12,0,1942-43,,0,50,0,0
NHL,4,0,27,0,2,0,,NYR,[],0,0,2,0,0,0,1942-43,,0,6,0,0
NHL,40,0,27,0,37,0,,TOR,[],0,0,25,0,12,0,1942-43,,0,44,0,0
NHL,50,0,28,0,57,0,,TOR,"[{'link': '/awards/nhl_all_star.html#1944', 'name': None}, {'link': '/awards/hart.html#1944', 'name': None}]",0,0,40,0,17,0,1943-44,,0,30,0,0
NHL,0,0,29,0,41,0,,TOR,"[{'link': '/awards/nhl_all_star.html#1945', 'name': None}]",0,0,23,0,18,0,1944-45,,0,39,0,0
NHL,41,0,30,0,25,0,,TOR,[],0,0,20,0,5,0,1945-46,,0,36,0,0
NHL,31,0,31,0,8,0,,BOS,[],0,0,4,0,4,0,1946-47,,0,25,0,0
