pim,team,assists,plus_minus,points,league,games_played,year,age,goals
91,Edmonton Oil Kings,22,0,27,WCJHL,58,1969-70,20,5
64,Amarillo Wranglers,16,0,19,CHL,63,1970-71,21,3
59,Hershey Bears,10,0,14,AHL,58,1971-72,22,4
94,Hershey Bears,15,0,21,AHL,65,1972-73,23,6
143,2 Teams,12,0,21,AHL,52,1973-74,24,9
40,Hershey Bears,2,0,4,AHL,17,1973-74,24,2
103,Richmond Robins,10,0,17,AHL,35,1973-74,24,7
206,2 Teams,26,0,34,AHL,74,1974-75,25,8
139,Baltimore Clippers,18,0,26,AHL,44,1974-75,25,8
67,Hershey Bears,8,0,8,AHL,30,1974-75,25,0
85,Hershey Bears,9,0,10,AHL,29,1975-76,26,1
135,Hershey Bears,19,0,26,AHL,72,1976-77,27,7
