average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,3,0,0,NHL,24,3,2,-3,13,0,0,0,0,1973-74,PIT,0,3,[],0.0,,20
,10,0,0,WHA,26,0,43,-4,40,0,0,0,0,1975-76,DOT,5,5,[],12.5,,41
