bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
0,QAAA,20,Lac St-Louis Lions,1198,15,8,0,0,107,0,0,5,0,7,0,0,0,0,0,1982-83,0,5.36,0,0
0,QAAA,22,Lac St-Louis Lions,1307,16,7,0,0,80,0,0,2,0,13,0,0,0,0,0,1983-84,0,3.67,0,0
0,ECAC,6,Yale University Bulldogs,389,18,1,0,0,17,0,0,0,0,3,0,0,0,0,0,1985-86,0,2.62,0,0
0,ECAC,16,Yale University Bulldogs,964,19,6,0,0,55,0,0,1,2,9,0,0,0,0,0,1986-87,0,3.42,0,0
0,ECAC,24,Yale University Bulldogs,1385,20,17,0,0,101,0,0,0,0,6,0,0,0,0,0,1987-88,0,4.38,0,0
0,ECAC,25,Yale University Bulldogs,1490,21,14,0,0,93,0,0,1,0,10,0,0,0,0,0,1988-89,0,3.74,0,0
0,Finland,41,Tappara Tampere,2369,22,13,0,0,127,0,0,5,2,23,0,0,0,0,0,1989-90,0,3.22,0,0
0,IHL,8,Fort Wayne Komets,490,23,2,0,0,31,0,0,1,0,5,0,0,0,0,0,1990-91,0,3.80,0,0
0,AHL,30,Moncton Hawks,1613,23,7,0,0,84,0,0,6,0,13,0,0,0,0,0,1990-91,0,3.12,0,0
0,AHL,32,Moncton Hawks,1902,24,16,0,0,108,0,0,2,1,14,0,0,0,0,0,1991-92,0,3.41,0,0
0,IHL,33,Fort Wayne Komets,1858,24,6,0,0,97,0,0,3,4,22,0,0,0,0,0,1991-92,0,3.13,0,0
0,AHL,30,Moncton Hawks,1649,25,10,0,0,88,0,0,4,1,13,0,0,0,0,0,1992-93,0,3.20,0,0
0,AHL,12,Moncton Hawks,716,26,4,0,0,33,0,0,0,1,8,0,0,0,0,0,1993-94,0,2.77,0,0
0,IHL,11,Fort Wayne Komets,642,26,4,0,0,38,0,0,3,0,4,0,0,0,0,0,1993-94,0,3.55,0,0
0,IHL,49,2 Teams,2859,27,16,0,0,173,0,0,8,1,24,0,0,0,0,.878,1994-95,1423,3.63,0,1250
0,IHL,28,Fort Wayne Komets,1603,27,12,0,0,109,0,0,4,0,11,0,0,0,0,.857,1994-95,763,4.08,0,654
0,IHL,21,Phoenix Roadrunners,1256,27,4,0,0,64,0,0,4,1,13,0,0,0,0,.903,1994-95,660,3.06,0,596
0,AHL,74,Baltimore Bandits,4250,28,31,0,0,250,0,0,7,2,31,0,0,0,0,.889,1995-96,2255,3.53,0,2005
0,IHL,45,Long Beach Ice Dogs,2644,29,12,0,0,145,0,0,6,1,26,0,0,0,0,.886,1996-97,1274,3.29,0,1129
0,AHL,47,Portland Pirates,2640,30,18,0,0,135,0,0,10,1,16,0,0,0,0,.904,1997-98,1399,3.07,0,1264
0,Alpenliga,22,EC Villacher SV,1403,31,0,0,0,56,0,0,0,0,0,0,0,0,0,0,1998-99,0,2.39,0,0
0,Austria,20,EC VSV Villach,1137,31,0,0,0,48,0,0,0,0,0,0,0,0,0,0,1998-99,0,2.53,0,0
0,IHL,29,2 Teams,1578,32,13,0,1,77,0,0,5,1,8,1,0,0,0,.897,1999-00,745,2.93,0,668
0,IHL,25,Long Beach Ice Dogs,1423,32,12,0,1,71,0,0,5,0,7,1,0,0,0,.894,1999-00,671,2.99,0,600
0,IHL,4,Michigan K-Wings,155,32,1,0,0,6,0,0,0,1,1,0,0,0,0,.919,1999-00,74,2.32,0,68
0,Britain,30,Sheffield Steelers,1603,33,0,0,0,64,0,0,0,0,0,0,0,0,0,0,2000-01,0,2.40,0,0
