age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
25,,0,0,2,0,NHL,6,0,1958-59,0,0,0,,0,2,,CBH,2
26,,11.1,0,1,-3,NHL,4,0,1959-60,0,9,1,,0,0,,CBH,2
27,SC,16.7,0,5,6,NHL,0,0,1960-61,0,18,3,,0,12,,CBH,8
28,,27.3,0,4,6,NHL,0,0,1961-62,0,11,3,,0,8,,CBH,7
29,,6.7,0,5,0,NHL,6,0,1962-63,0,15,1,,0,0,,CBH,6
30,,12.5,0,2,-1,NHL,7,0,1963-64,0,16,2,,0,6,,CBH,4
31,,10.5,0,3,1,NHL,12,0,1964-65,0,19,2,,0,4,,CBH,5
32,,7.7,0,0,-3,NHL,6,0,1965-66,0,13,1,,0,4,,CBH,1
33,,18.2,0,2,-1,NHL,6,0,1966-67,0,11,2,,0,2,,CBH,4
34,,5.6,1,3,1,NHL,9,0,1967-68,0,18,1,,0,0,,CBH,4
