power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,2,0,0,NHL,1986-87,19,0,DET,,0,19,0,0,0,,,0,0
1,9,4,0,NHL,1987-88,20,2,DET,,2,31,0,0,12,,,16.7,1
1,5,3,0,NHL,1988-89,21,2,DET,,1,6,-3,0,18,,,11.1,1
1,5,4,0,NHL,1990-91,23,3,DET,,1,19,-1,0,12,,,25.0,2
1,11,6,0,NHL,1991-92,24,1,DET,,5,12,6,0,30,,,3.3,0
1,7,4,1,NHL,1992-93,25,2,DET,,2,19,-3,0,21,,,9.5,1
2,7,5,1,NHL,1993-94,26,2,DET,,3,2,3,0,13,,,15.4,0
1,7,3,0,NHL,1994-95,27,1,CGY,,2,9,9,0,16,,,6.3,0
0,4,3,0,NHL,1995-96,28,2,CGY,,1,0,0,0,20,,,10.0,2
1,6,3,0,NHL,1998-99,31,1,CAR,29:55,2,2,1,0,17,180,,5.9,0
