average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,5,0,0,NHL,19,3,73,-7,44,1,0,0,1,1986-87,DET,1,4,[],2.3,,45
,11,0,0,NHL,20,6,57,15,45,2,0,1,2,1987-88,DET,2,9,[],4.4,,29
,47,0,2,NHL,21,22,149,-6,187,5,5,2,11,1988-89,DET,12,35,[],6.4,,65
,42,2,0,NHL,22,16,114,-16,190,10,4,0,12,1989-90,DET,14,28,[],7.4,,67
,20,1,0,NHL,23,13,80,0,101,2,1,0,4,1990-91,DET,3,17,[],3.0,,42
,34,2,0,NHL,24,9,136,22,143,5,5,1,14,1991-92,DET,10,24,[],7.0,,62
,62,1,0,NHL,25,21,155,14,227,6,6,2,27,1992-93,DET,12,50,"[{'link': '/awards/voting-1993.html#AS', 'name': 'AS-14'}]",5.3,,79
,46,2,1,NHL,26,16,122,17,238,8,4,4,13,1993-94,DET,13,33,[],5.5,,82
,25,0,0,NHL,27,12,39,10,110,1,1,0,11,1994-95,CGY,2,23,[],1.8,,45
,33,2,0,NHL,28,13,62,3,175,3,5,1,11,1995-96,CGY,8,25,[],4.6,,76
,30,1,2,NHL,29,9,39,-21,168,2,4,0,13,1996-97,TOT,8,22,[],4.8,,65
,16,1,2,NHL,29,6,32,-11,112,2,1,0,5,1996-97,CGY,5,11,[],4.5,,47
,14,0,0,NHL,29,3,7,-10,56,0,3,0,8,1996-97,HAR,3,11,[],5.4,,18
,34,0,0,NHL,30,14,65,-2,173,1,6,0,13,1997-98,CAR,7,27,[],4.0,,66
23:11,9,0,0,NHL,31,4,16,7,74,0,1,0,4,1998-99,CAR,1,8,[],1.4,649,28
