year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1992-93,16,0,6,0,0,Swiss-2,5,SC Langnau,0
1994-95,18,1,27,2,0,Swiss-2,5,SC Langnau,3
1995-96,19,0,4,2,0,Swiss,5,HC Davos,2
1996-97,20,1,4,3,0,Swiss,6,HC Davos,4
1997-98,21,10,18,6,0,Swiss,18,HC Davos,16
1998-99,22,4,16,6,0,Swiss,6,HC Davos,10
1999-00,23,2,10,0,0,Swiss,5,HC Davos,2
2000-01,24,1,8,2,0,AHL,9,Norfolk Admirals,3
2001-02,25,3,35,8,0,Swiss,12,HC Davos,11
2002-03,26,4,28,8,0,Swiss,17,HC Davos,12
2003-04,27,0,6,2,0,Swiss,6,HC Davos,2
2004-05,28,4,24,4,0,Swiss,15,HC Davos,8
2005-06,29,6,14,9,0,Swiss,15,HC Davos,15
2006-07,30,2,38,8,0,Swiss,19,HC Davos,10
2007-08,31,2,10,7,0,Swiss,12,HC Davos,9
2008-09,32,7,16,8,0,Swiss,21,HC Davos,15
2009-10,33,2,18,4,0,Swiss,6,HC Davos,6
2010-11,34,1,6,11,0,Swiss,14,HC Davos,12
2011-12,35,1,2,0,0,Swiss,2,HC Davos,1
2012-13,36,2,4,3,0,Swiss,5,HC Davos,5
