year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1992-93,16,11,28,4,0,Swiss-2,35,SC Langnau,15
1993-94,17,35,42,31,0,Swiss-3,36,SC Langnau,66
1994-95,18,14,72,9,0,Swiss-2,36,SC Langnau,23
1995-96,19,4,59,6,0,Swiss,34,HC Davos,10
1995-96,19,5,35,2,0,WJC-A,6,Switzerland,7
1995-96,19,1,12,5,0,WC-B,7,Switzerland,6
1996-97,20,10,78,17,0,Swiss,42,HC Davos,27
1996-97,20,1,6,4,0,WC-B,7,Switzerland,5
1996-97,20,0,2,0,0,Oly-Q,4,Switzerland,0
1997-98,21,8,113,15,0,Swiss,39,HC Davos,23
1998-99,22,21,76,20,0,Swiss,45,HC Davos,41
1998-99,22,2,10,2,0,WC-A,6,Switzerland,4
1999-00,23,19,70,26,0,Swiss,45,HC Davos,45
1999-00,23,1,2,2,-1,WC-A,7,Switzerland,3
2000-01,24,16,28,26,14,AHL,49,Norfolk Admirals,42
2001-02,25,6,95,15,0,Swiss,31,HC Davos,21
2001-02,25,0,0,1,0,Olympics,2,Switzerland,1
2002-03,26,10,73,32,0,Swiss,42,HC Davos,42
2003-04,27,20,72,31,0,Swiss,47,HC Davos,51
2004-05,28,11,75,27,0,Swiss,43,HC Davos,38
2005-06,29,14,76,34,0,Swiss,44,HC Davos,48
2006-07,30,11,46,38,0,Swiss,38,HC Davos,49
2007-08,31,13,95,34,0,Swiss,49,HC Davos,47
2008-09,32,15,80,24,0,Swiss,44,HC Davos,39
2009-10,33,10,78,32,0,Swiss,49,HC Davos,42
2010-11,34,15,54,33,0,Swiss,49,HC Davos,48
2011-12,35,10,56,30,0,Swiss,46,HC Davos,40
2012-13,36,11,54,19,0,Swiss,42,HC Davos,30
