year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1993-94,20,0,35,0,0,ECHL,9,Raleigh IceCaps,0
1996-97,23,7,49,1,0,AHL,15,Albany River Rats,8
2004-05,31,0,12,0,0,Poland,2,Wojas-Podhale Nowy Targ,0
