goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
1.2,0,NHL,4,ATL,240,20,0,0,0,5,0,0,0,1,4,0,0,0,0,.953,2003-04,106,1.25,0,[],101
7.3,0,NHL,38,ATL,2166,22,15,96,1,106,0,4.88,0,2,20,1,0,0,0,.906,2005-06,1123,2.94,4,[],1017
14.2,0,NHL,68,ATL,3934,23,24,93,1,183,0,13.62,9,4,34,1,0,0,0,.912,2006-07,2075,2.79,6,[],1892
10.9,6,NHL,48,ATL,2707,24,22,92,2,131,45,10.71,5,4,17,2,.600,0,27,.916,2007-08,1560,2.90,4,[],1429
9.3,7,NHL,46,ATL,2624,25,22,98,1,134,45,3.08,3,3,19,1,.600,0,27,.911,2008-09,1498,3.06,6,[],1364
2.1,1,NHL,12,DAL,663,26,4,100,1,31,10,0.06,0,0,6,1,.500,0,5,.911,2009-10,350,2.81,0,[],319
12.5,8,NHL,69,DAL,4119,27,24,98,6,175,68,2.98,0,3,34,6,.559,0,38,.914,2010-11,2043,2.55,6,[],1868
12.3,7,NHL,59,DAL,3497,28,22,90,3,136,59,14.36,4,4,32,3,.610,0,36,.922,2011-12,1739,2.33,0,[],1603
7.0,5,NHL,36,DAL,1986,29,14,95,2,88,35,4.48,3,1,15,2,.600,0,21,.916,2012-13,1050,2.66,0,[],962
12.6,10,NHL,0,DAL,0,30,20,94,4,153,64,9.68,10,5,33,4,.563,0,36,.919,2013-14,1888,2.41,4,"[{'link': '/awards/voting-2014.html#vezina', 'name': 'Vezina-8'}]",1735
8.7,12,NHL,65,DAL,3698,31,17,113,3,181,65,-20.96,10,5,34,3,.462,0,30,.903,2014-15,1875,2.94,2,[],1694
5.5,5,NHL,43,DAL,2279,32,10,110,3,105,39,-9.56,2,2,25,3,.513,0,20,.906,2015-16,1121,2.76,2,[],1016
7.1,12,NHL,59,DAL,3177,33,25,113,1,151,52,-17.21,7,3,22,1,.519,0,27,.902,2016-17,1546,2.85,4,[],1395
