assists,team,goals,year,games_played,points,pim,age,plus_minus,league
33,Colorado North Polars,11,1997-98,25,44,154,16,0,High-CO
15,Sioux City Musketeers,3,1998-99,56,18,127,17,0,USHL
18,Sioux City Musketeers,6,1999-00,54,24,187,18,0,USHL
5,University of North Dakota,4,2000-01,44,9,79,19,0,WCHA
2,United States,0,2000-01,7,2,6,19,5,WJC-A
5,University of North Dakota,4,2001-02,34,9,63,20,0,WCHA
6,University of North Dakota,2,2002-03,26,8,49,21,0,WCHA
3,Albany River Rats,2,2004-05,30,5,39,23,-3,AHL
5,Albany River Rats,2,2005-06,30,7,64,24,-1,AHL
1,Lowell Devils,0,2006-07,2,1,0,25,1,AHL
1,Norfolk Admirals,1,2009-10,4,2,0,28,1,AHL
4,Binghamton Senators,2,2010-11,36,6,32,29,-3,AHL
