giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,80,2,21,0,0,134,42,0,6,1283,NJD,0,0,"[{'link': '/awards/voting-2007.html#byng', 'name': 'Byng-60'}, {'link': '/awards/voting-2007.html#calder', 'name': 'Calder-10'}]",12.7,11,25,1,17,0,0,2006-07,0,16:03,6,16,0,19
21,NHL,82,1,22,504,287,155,34,57,9,1372,NJD,44,51.2,[],9.0,9,20,-11,14,528,0,2007-08,15,16:44,5,31,0,11
20,NHL,82,2,23,604,297,185,62,59,10,1529,NJD,48,53.1,"[{'link': '/awards/voting-2009.html#byng', 'name': 'Byng-28'}, {'link': '/awards/voting-2009.html#selke', 'name': 'Selke-7'}]",10.8,14,42,33,20,683,1,2008-09,40,18:39,5,29,3,29
28,NHL,82,4,24,647,328,210,67,64,15,1658,NJD,51,52.9,"[{'link': '/awards/voting-2010.html#byng', 'name': 'Byng-45'}, {'link': '/awards/voting-2010.html#selke', 'name': 'Selke-6'}]",11.9,19,42,22,25,726,0,2009-10,29,20:13,6,24,1,26
34,NHL,82,1,25,571,290,173,44,55,8,1622,NJD,60,55.3,"[{'link': '/awards/voting-2011.html#selke', 'name': 'Selke-24'}]",7.5,10,31,-6,13,707,1,2010-11,31,19:47,2,24,1,22
6,NHL,15,1,26,86,39,25,6,11,0,261,NJD,12,57.8,[],8.0,1,4,-3,2,118,0,2011-12,3,17:22,1,4,0,4
15,NHL,0,1,27,375,146,82,20,33,3,938,NJD,29,57.4,"[{'link': '/awards/voting-2013.html#byng', 'name': 'Byng-46'}]",8.5,5,13,-5,7,506,1,2012-13,10,19:32,1,22,0,10
23,NHL,80,3,28,633,279,165,48,53,12,1625,NJD,49,54.6,[],10.9,15,30,3,18,761,0,2013-14,25,20:19,3,28,0,18
32,NHL,74,0,29,564,202,112,25,70,3,1411,NJD,49,52.7,"[{'link': '/awards/voting-2015.html#selke', 'name': 'Selke-38'}]",9.8,5,14,-3,11,629,2,2014-15,35,19:04,4,29,0,11
5,NHL,74,2,30,672,186,111,42,65,11,1469,NJD,49,51.6,"[{'link': '/awards/voting-2016.html#selke', 'name': 'Selke-35'}]",12.6,6,28,3,14,715,2,2015-16,41,19:51,6,25,1,16
25,NHL,80,1,31,733,195,126,45,81,6,1578,NJD,44,54.6,"[{'link': '/awards/voting-2017.html#selke', 'name': 'Selke-48'}]",11.1,7,31,-8,14,880,1,2016-17,26,19:44,6,33,1,24
