age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
19,,4.2,0,8,-5,NHL,0,0,1984-85,0,24,1,,1,28,,PHI,9
20,,27.3,2,1,-2,NHL,5,0,1985-86,1,11,3,,1,4,,PHI,4
21,,8.3,1,10,6,NHL,25,1,1986-87,1,36,3,,1,10,,PHI,13
22,,20.0,3,2,0,NHL,7,0,1987-88,0,15,3,,0,7,,PHI,5
23,,19.4,4,6,-2,NHL,10,1,1988-89,1,31,6,,1,4,,STL,12
24,,3.6,0,7,3,NHL,12,0,1989-90,0,28,1,,1,4,,STL,8
27,,5.0,2,1,-6,NHL,20,0,1992-93,0,40,2,,0,6,,TOR,3
28,,6.3,2,4,-2,NHL,18,0,1993-94,1,32,2,,0,8,,TOR,6
29,,33.3,1,0,0,NHL,3,0,1994-95,0,3,1,,0,0,,DAL,1
30,,17.6,2,0,4,NHL,10,1,1995-96,0,17,3,,0,2,,STL,3
31,,0.0,0,0,0,NHL,2,0,1996-97,0,4,0,,0,10,,NJD,0
