assists,year,games_played,points,goals,team,age,pim,plus_minus,league
34,1969-70,52,53,19,Sherbrooke Castors,18,27,0,QMJHL
66,1970-71,62,138,72,Sherbrooke Castors,19,17,0,QMJHL
30,1971-72,21,55,25,University of Sherbrooke,20,67,0,QCAA
30,1972-73,66,60,30,Springfield Kings,21,21,0,AHL
21,1973-74,48,53,32,Springfield Kings,22,10,0,AHL
0,1974-75,14,5,5,Providence Reds,23,4,0,AHL
38,1975-76,67,69,31,Springfield Indians,24,28,0,AHL
32,1976-77,29,52,20,Beauce Jaros,25,12,0,NAPro
24,1978-79,36,33,9,Binghamton Dusters,27,18,0,AHL
61,1979-80,79,101,40,Nova Scotia Voyageurs,28,49,0,AHL
28,1982-83,32,64,36,HC Sierre,31,0,0,Swiss-2
35,1983-84,32,73,38,HC Sierre,32,0,0,Swiss-2
