year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1989-90,15,13,90,38,0,Minor-ON,74,Kitchener Greenshirts,51
1990-91,16,3,51,12,0,OHL,66,London Knights,15
1991-92,17,6,62,15,0,OHL,66,London Knights,21
1992-93,18,15,58,45,0,OHL,49,London Knights,60
1993-94,19,34,58,52,0,OHL,52,London Knights,86
1993-94,19,1,8,4,0,WJC-A,7,Canada,5
1994-95,20,12,55,26,0,AHL,54,Cape Breton Oilers,38
1995-96,21,7,60,21,0,Nat-Tm,46,Canada,28
1995-96,21,2,11,0,0,AHL,8,Cape Breton Oilers,2
1996-97,22,1,2,2,0,AHL,11,Hamilton Bulldogs,3
1996-97,22,1,2,3,0,IHL,7,Quebec Rafales,4
1996-97,22,9,32,15,0,ECHL,30,Pensacola Ice Pilots,24
1997-98,23,0,12,0,0,AHL,13,Cincinnati Mighty Ducks,0
1997-98,23,2,27,0,2,IHL,15,Fort Wayne Komets,2
1997-98,23,4,36,8,-3,ECHL,19,Pensacola Ice Pilots,12
1998-99,24,12,92,36,-16,ECHL,63,2 Teams,48
1998-99,24,7,66,18,-29,ECHL,33,Pensacola Ice Pilots,25
1998-99,24,5,26,18,13,ECHL,30,Louisiana IceGators,23
1999-00,25,22,106,49,35,UHL,67,Flint Generals,71
2000-01,26,0,16,0,0,IHL,22,Houston Aeros,0
2000-01,26,9,104,45,0,CHL,36,Memphis RiverKings,54
2000-01,26,0,14,7,0,WCHL,7,Idaho Steelheads,7
