league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,45,0,23,60,21,0,,NJD,[],16.7,7,11,-1,10,2,1992-93,,1,41,0,11
NHL,1,0,24,0,0,0,,NJD,[],0,0,0,0,0,0,1993-94,,0,2,0,0
NHL,6,0,26,9,3,0,,NJD,[],22.2,2,1,1,2,0,1995-96,,0,0,0,1
NHL,54,2,27,76,18,0,,STL,[],10.5,6,10,12,8,2,1996-97,,0,35,0,10
NHL,80,0,28,96,29,0,,STL,[],8.3,6,21,14,8,1,1997-98,,1,62,2,19
NHL,80,4,29,138,41,2,1384,STL,"[{'link': '/awards/voting-1999.html#selke', 'name': 'Selke-10'}]",14.5,15,21,1,20,0,1998-99,17:18,0,42,1,18
NHL,80,2,30,120,23,0,1183,STL,[],6.7,6,15,9,8,2,1999-00,14:47,0,48,1,14
NHL,77,2,31,138,44,9,1353,TOT,[],8.0,7,33,2,11,2,2000-01,17:34,2,51,1,23
NHL,58,2,31,117,39,9,1082,MIN,[],9.4,7,28,6,11,2,2000-01,18:40,2,45,1,18
NHL,19,0,31,21,5,0,270,CAR,[],0.0,0,5,-4,0,0,2000-01,14:14,0,6,0,5
NHL,68,0,32,63,14,1,711,TOT,[],6.3,4,10,-11,4,0,2001-02,10:28,0,21,1,8
NHL,35,0,32,41,6,1,407,BOS,[],2.4,1,5,-6,1,0,2001-02,11:38,0,6,0,4
NHL,33,0,32,22,8,0,304,DAL,[],13.6,3,5,-5,3,0,2001-02,9:13,0,15,1,4
NHL,43,0,33,37,5,0,433,TOT,[],2.7,0,4,-8,1,0,2002-03,10:05,1,16,0,4
NHL,20,0,33,20,4,0,214,DAL,[],5.0,0,3,-3,1,0,2002-03,10:43,1,8,0,3
NHL,23,0,33,17,1,0,219,PHX,[],0.0,0,1,-5,0,0,2002-03,9:32,0,8,0,1
NHL,2,0,34,1,0,0,28,STL,[],0.0,0,0,-3,0,0,2003-04,14:05,0,2,0,0
