bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,5,[],0,2.60,0,0,NHL,0,29,0,0,0,0,0,0,182,0,1953-54,NYR,31,10.0,0,10,29,0,0
0,0,[],0,2.60,0,0,NHL,0,30,0,0,0,0,0,0,13,0,1954-55,NYR,2,0.8,0,1,2,5,300
0,0,[],0,3.00,0,0,NHL,0,32,0,0,0,0,0,0,6,0,1956-57,NYR,2,0.3,0,0,0,2,120
0,3,[],0,2.72,0,0,NHL,0,34,0,0,2,0,0,0,106,0,1958-59,TOR,17,7.0,0,7,15,39,2340
0,5,[],0,2.68,0,0,NHL,0,35,0,0,4,0,0,0,177,0,1959-60,TOR,24,12.4,0,8,34,66,3960
0,2,"[{'link': '/awards/nhl_all_star.html#1961', 'name': None}, {'link': '/awards/voting-1961.html#hart', 'name': 'Hart-2'}, {'link': '/awards/vezina.html#1961', 'name': None}]",0,2.50,0,0,NHL,0,36,0,0,0,0,0,0,145,0,1960-61,TOR,15,12.1,0,10,0,58,3480
0,2,"[{'link': '/awards/voting-1962.html#hart', 'name': 'Hart-7'}]",1,2.56,0,0,NHL,0,37,0,0,4,0,0,0,151,0,1961-62,TOR,18,12.1,1,10,31,59,3540
0,1,[],0,2.60,0,0,NHL,0,38,0,0,2,0,0,0,109,0,1962-63,TOR,15,8.2,0,7,20,42,2520
0,5,"[{'link': '/awards/voting-1964.html#hart', 'name': 'Hart-7'}]",0,0,0,0,NHL,0,39,0,0,4,0,0,0,106,0,1963-64,TOR,16,11.5,0,11,24,51,3009
0,3,"[{'link': '/awards/vezina.html#1965', 'name': None}]",0,0,0,0,NHL,0,40,0,0,6,0,0,0,81,0,1964-65,TOR,13,7.2,0,8,13,34,2040
0,3,[],1,0,0,0,NHL,0,41,0,0,0,0,0,0,75,0,1965-66,TOR,10,7.9,1,5,18,35,1998
0,2,[],0,2.64,0,0,NHL,0,42,0,0,0,0,0,0,63,0,1966-67,TOR,9,4.7,0,3,12,27,1431
0,4,[],1,2.25,0,0,NHL,0,43,0,0,14,0,0,0,84,0,1967-68,TOR,18,8.0,1,7,14,43,2239
0,2,[],0,2.85,0,0,NHL,0,44,0,0,0,0,0,0,37,0,1968-69,TOR,4,2.3,0,3,5,20,779
0,0,[],0,5.00,0,0,NHL,0,45,0,0,0,0,0,0,5,0,1969-70,TOR,1,0.0,0,0,0,1,60
