assists,team,goals,year,games_played,points,pim,age,plus_minus,league
2,South Porcupine Porkies,2,1944-45,2,4,0,17,0,M-Cup
1,St. Michael\'s Buzzers,3,1945-46,2,4,0,18,0,High-ON
2,St. Michael\'s Majors,11,1946-47,9,13,6,19,0,OHA-Jr.
11,St. Michael\'s Majors,3,1946-47,10,14,23,19,0,M-Cup
0,Toronto Marlboros,2,1947-48,5,2,10,20,0,OHA-Sr.
5,Toronto Marlboros,7,1948-49,9,12,18,21,0,OHA-Sr.
6,Toronto Marlboros,9,1948-49,13,15,8,21,0,Al-Cup
7,Toronto Marlboros,2,1949-50,12,9,25,22,0,Al-Cup
6,Pittsburgh Hornets,9,1950-51,13,15,20,23,0,AHL
1,Pittsburgh Hornets,4,1951-52,10,5,11,24,0,AHL
6,Edmonton Flyers,7,1952-53,15,13,6,25,0,WHL
7,Edmonton Flyers,3,1953-54,13,10,11,26,0,WHL
1,Edmonton Flyers,0,1954-55,5,1,2,27,0,Ed-Cup
