won,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
SC,3,NHL,0,CHI,0,26,6,98,0,0,22,1.31,0,2,0,0,.500,0,11,.910,2009-10,0,2.63,2,0
,6,NHL,18,SJS,1044,27,9,123,0,56,18,-10.56,0,0,8,0,.444,0,8,.896,2010-11,538,3.22,0,482
,0,NHL,5,SJS,318,28,4,109,0,13,5,-1.13,0,0,1,0,.600,0,3,.914,2011-12,151,2.45,0,138
,0,NHL,11,SJS,673,29,4,91,1,21,11,2.01,0,0,7,1,.909,0,10,.930,2012-13,298,1.87,0,277
,2,NHL,6,SJS,305,30,3,131,0,19,6,-4.50,0,0,3,0,.167,0,1,.884,2013-14,164,3.74,0,145
,2,NHL,5,DAL,237,32,3,164,0,13,3,-5.05,0,0,1,0,.333,0,1,.865,2015-16,96,3.29,0,83
