pim,team,assists,plus_minus,points,league,games_played,year,age,goals
20,Laval National,54,0,69,QMJHL,72,1975-76,17,15
42,Laval National,51,0,79,QMJHL,72,1976-77,18,28
29,Laval National,82,0,145,QMJHL,72,1977-78,19,63
43,Port Huron Flags,36,0,63,IHL,69,1978-79,20,27
16,Hershey Bears,26,0,43,AHL,45,1979-80,21,17
10,Hershey Bears,21,0,39,AHL,35,1980-81,22,18
6,Hershey Bears,12,0,24,AHL,31,1981-82,23,12
6,Hershey Bears,11,0,16,AHL,12,1982-83,24,5
6,Binghamton Whalers,5,0,6,AHL,17,1984-85,26,1
2,New Haven Nighthawks,4,0,4,AHL,8,1985-86,27,0
16,New Haven Nighthawks,16,0,28,AHL,54,1986-87,28,12
14,New Haven Nighthawks,19,0,34,AHL,55,1987-88,29,15
