pim,team,assists,plus_minus,points,league,games_played,year,age,goals
29,Sioux Falls Stampede,3,5,3,USHL,8,2006-07,20,0
14,Bakersfield Condors,2,-3,2,ECHL,9,2009-10,23,0
6,Connecticut Whale,1,-1,1,AHL,6,2010-11,24,0
