pim,team,assists,plus_minus,points,league,games_played,year,age,goals
20,Green Bay Gamblers,0,-8,0,USHL,13,2004-05,18,0
25,Green Bay Gamblers,0,-4,0,USHL,14,2005-06,19,0
215,Sioux Falls Stampede,11,5,13,USHL,57,2006-07,20,2
92,University of Minnesota,6,-6,7,WCHA,45,2007-08,21,1
51,Iowa Chops,1,-3,1,AHL,21,2008-09,22,0
38,San Antonio Rampage,2,-9,4,AHL,36,2009-10,23,2
50,Bakersfield Condors,12,14,13,ECHL,24,2009-10,23,1
0,Elmira Jackals,0,-3,0,ECHL,1,2010-11,24,0
149,2 Teams,10,-1,12,AHL,60,2010-11,24,2
14,Syracuse Crunch,3,1,3,AHL,6,2010-11,24,0
135,Connecticut Whale,7,-2,9,AHL,54,2010-11,24,2
80,Connecticut Whale,3,4,4,AHL,27,2011-12,25,1
18,Connecticut Whale,1,-1,1,AHL,10,2012-13,26,0
85,Hartford Wolf Pack,7,-1,8,AHL,24,2013-14,27,1
93,Iowa Wild,8,-22,11,AHL,43,2014-15,28,3
