pim,team,assists,plus_minus,points,league,games_played,year,age,goals
80,Sicamous Eagles,36,0,70,KIJHL,49,1996-97,15,34
0,Calgary Hitmen,1,0,2,WHL,8,1996-97,15,1
24,Calgary Hitmen,25,0,35,WHL,58,1997-98,16,10
103,Calgary Hitmen,41,0,67,WHL,68,1998-99,17,26
99,Calgary Hitmen,54,25,86,WHL,66,1999-00,18,32
103,Calgary Hitmen,44,25,66,WHL,40,2000-01,19,22
76,Wilkes-Barre Scranton Pens,24,-4,43,AHL,50,2002-03,21,19
97,Wilkes-Barre Penguins,25,15,45,AHL,53,2003-04,22,20
146,Wilkes-Barre Penguins,48,17,62,AHL,68,2004-05,23,14
54,2 Teams,38,5,64,AHL,58,2005-06,24,26
48,Milwaukee Admirals,32,4,50,AHL,48,2005-06,24,18
6,Hershey Bears,6,1,14,AHL,10,2005-06,24,8
22,Syracuse Crunch,10,-5,15,AHL,16,2007-08,26,5
116,HV 71 Jonkoping,17,0,34,Sweden,45,2008-09,27,17
12,HC Geneve-Servette,0,0,2,Swiss,8,2009-10,28,2
56,HV 71 Jonkoping,8,0,12,Sweden,44,2009-10,28,4
50,HV 71 Jonkoping,17,0,31,Sweden,48,2010-11,29,14
79,Lukko Rauma,20,0,35,Finland,59,2011-12,30,15
