won,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
,0,NHL,1,SJS,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1999-00,10,0.00,0,10
,0,NHL,4,SJS,218,25,3,111,0,10,0,-0.97,0,1,1,0,0,0,0,.903,2000-01,103,2.75,0,93
,0,NHL,12,SJS,712,26,5,117,2,31,0,-4.50,0,0,7,2,0,0,0,.904,2001-02,322,2.61,2,291
,0,NHL,17,SJS,1052,28,7,84,0,30,0,5.75,0,3,10,0,0,0,0,.935,2003-04,461,1.71,4,431
,0,NHL,1,SJS,12,30,0,0,0,1,0,0,0,0,0,0,0,0,0,.750,2005-06,4,5.00,0,3
,0,NHL,11,SJS,701,31,5,99,0,26,0,0.22,0,1,6,0,0,0,0,.920,2006-07,323,2.23,0,297
,4,NHL,13,SJS,853,32,7,108,0,31,13,-2.40,0,1,6,0,.538,0,7,.907,2007-08,333,2.18,0,302
,0,NHL,6,SJS,362,33,4,129,0,17,6,-3.84,0,0,2,0,.167,0,1,.890,2008-09,155,2.82,0,138
,3,NHL,15,SJS,890,34,7,102,0,38,15,-0.58,0,1,8,0,.600,0,9,.907,2009-10,407,2.56,0,369
,3,NHL,6,NYI,324,37,4,204,0,24,6,-12.26,0,0,2,0,.000,0,0,.842,2012-13,152,4.44,0,128
