average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,4,0,0,NHL,21,3,4,1,14,1,0,0,0,1968-69,MTL,1,3,[],7.1,,13
,15,0,0,NHL,22,12,18,2,51,2,0,0,1,1969-70,MTL,2,13,[],3.9,,48
,53,7,2,NHL,23,23,48,14,187,16,3,1,8,1970-71,STL,21,32,[],11.2,,78
,31,2,0,NHL,24,14,12,-8,158,12,2,0,3,1971-72,TOT,14,17,[],8.9,,66
,17,1,0,NHL,24,7,6,-13,123,7,1,0,2,1971-72,STL,8,9,[],6.5,,41
,14,1,0,NHL,24,7,6,5,35,5,1,0,1,1971-72,CBH,6,8,[],17.1,,25
,101,7,3,WHA,25,0,12,0,0,38,6,0,0,1972-73,WNJ,47,54,[],0,,0
,75,4,1,WHA,26,0,22,0,0,20,5,0,0,1973-74,WNJ,26,49,[],0,,75
,64,0,4,WHA,27,0,24,1,239,17,2,0,0,1974-75,TOT,23,41,[],9.6,,71
,16,0,2,WHA,27,0,0,-1,52,6,0,0,0,1974-75,WNJ,8,8,[],15.4,,18
,48,0,2,WHA,27,0,24,2,187,11,2,0,0,1974-75,QBN,15,33,[],8.0,,53
,109,7,1,WHA,28,0,42,16,243,25,11,0,0,1975-76,QBN,37,72,[],15.2,,74
,107,1,0,WHA,29,0,34,28,230,26,6,0,0,1976-77,QBN,32,75,[],13.9,,72
,31,0,0,WHA,30,0,28,6,72,6,3,0,0,1977-78,QBN,9,22,[],12.5,,26
,17,0,0,WHA,31,0,0,6,34,5,0,0,0,1978-79,QBN,5,12,[],14.7,,16
