average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
9:09,0,1,0,0,0,NHL,24,0,0,2,-5,8,0,1,0,0,0,0,0,2006-07,TOT,1,0,0,0,12.5,82,9,[]
10:43,0,1,0,0,0,NHL,24,0,0,2,-1,5,0,1,0,0,0,0,0,2006-07,ANA,1,0,0,0,20.0,21,2,[]
8:43,0,0,0,0,0,NHL,24,0,0,0,-4,3,0,0,0,0,0,0,0,2006-07,CBJ,0,0,0,0,0.0,61,7,[]
11:22,170,25,1,0,12,NHL,25,9,13,53,8,104,52.0,14,12,1,0,1,12,2007-08,TOT,15,94,10,22,14.4,705,62,[]
12:07,99,12,1,0,5,NHL,25,5,8,25,3,63,57.1,5,6,1,0,1,4,2007-08,CBJ,6,51,6,14,9.5,436,36,[]
10:19,71,13,0,0,7,NHL,25,4,5,28,5,41,45.5,9,6,0,0,0,8,2007-08,EDM,9,43,4,8,22.0,268,26,[]
14:41,249,40,3,1,29,NHL,26,23,26,42,14,152,48.1,11,28,1,0,4,34,2008-09,CGY,13,123,27,26,8.6,1086,74,[]
15:43,208,33,2,3,28,NHL,27,15,9,58,11,117,39.1,10,14,2,1,2,49,2009-10,CGY,15,78,18,37,12.8,1053,67,[]
16:15,252,43,4,2,54,NHL,28,16,57,59,6,149,40.4,19,84,3,1,2,47,2010-11,CGY,24,105,19,55,16.1,1283,79,[]
18:01,177,48,3,1,49,NHL,29,16,41,62,-13,110,50.0,17,41,8,1,5,39,2011-12,CGY,26,81,22,46,0,1208,67,[]
18:14,168,26,3,1,14,NHL,30,8,20,18,-8,92,43.5,11,26,3,0,3,19,2012-13,CGY,15,49,11,24,16.3,729,40,[]
17:37,148,24,2,0,27,NHL,31,7,14,12,-11,77,34.1,9,27,3,0,5,19,2013-14,CGY,12,59,12,22,15.6,669,38,[]
15:39,194,35,1,0,50,NHL,32,15,8,45,2,108,44.4,9,10,4,0,7,34,2014-15,TOT,13,124,22,52,12.0,1111,71,[]
16:41,160,28,1,0,41,NHL,32,13,6,39,3,87,40.0,7,9,2,0,6,29,2014-15,CGY,9,103,19,42,10.3,884,53,[]
12:36,34,7,0,0,9,NHL,32,2,2,6,-1,21,66.7,2,1,2,0,1,5,2014-15,WSH,4,21,3,10,19.0,227,18,[]
