average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,6,0,0,NHL,21,0,64,0,0,0,0,0,0,1954-55,TOR,0,6,[],0,,59
,2,0,0,NHL,22,0,46,0,0,0,0,0,0,1955-56,TOR,0,2,[],0,,21
,9,0,0,NHL,23,0,65,0,0,0,0,0,0,1956-57,NYR,5,4,[],0,,61
,2,0,0,NHL,24,0,20,0,0,0,0,0,0,1957-58,NYR,1,1,[],0,,34
,1,0,0,NHL,25,0,8,0,0,0,0,0,0,1958-59,NYR,1,0,[],0,,16
,9,0,0,NHL,28,0,85,0,0,0,0,0,0,1961-62,NYR,2,7,[],0,,57
,20,0,0,NHL,29,0,47,0,0,0,0,0,0,1962-63,NYR,6,14,[],0,,56
,12,1,0,NHL,30,0,80,0,0,4,0,0,0,1963-64,NYR,4,8,[],0,,53
,5,0,0,NHL,31,0,32,0,0,0,0,0,0,1964-65,NYR,0,5,[],0,,26
,24,1,0,NHL,34,9,80,-29,161,4,5,0,6,1967-68,OAK,9,15,[],5.6,,74
,14,1,0,NHL,35,11,76,-20,129,3,0,0,0,1968-69,LAK,3,11,[],2.3,,72
,12,0,0,NHL,36,7,52,-25,95,2,2,1,0,1969-70,LAK,4,8,[],4.2,,70
,14,0,0,NHL,37,9,45,-29,113,2,1,2,0,1970-71,LAK,3,11,[],2.7,,67
,11,0,0,WHA,39,0,44,0,0,1,0,0,0,1972-73,CHC,1,10,[],0,,75
,0,0,0,WHA,40,0,2,0,0,0,0,0,0,1973-74,CHC,0,0,[],0,,3
