average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,20,0,9,0,1,0,0,0,0,1994-95,TOR,0,0,[],0.0,,3
,0,0,0,NHL,21,0,27,-2,0,0,0,0,0,1995-96,NYI,0,0,[],0,,7
,2,0,0,NHL,22,2,102,-1,5,0,0,0,0,1996-97,NYI,0,2,[],0.0,,18
,4,1,0,NHL,23,1,101,1,10,3,0,0,0,1997-98,NYI,3,1,[],30.0,,37
4:43,7,0,0,NHL,24,5,182,-1,19,2,0,0,0,1998-99,TOT,2,5,[],10.5,254,54
5:05,2,0,0,NHL,24,1,30,1,3,1,0,0,0,1998-99,NYI,1,1,[],33.3,46,9
4:38,5,0,0,NHL,24,4,152,-2,16,1,0,0,0,1998-99,BOS,1,4,[],6.3,209,45
5:17,4,0,0,NHL,25,2,44,-4,20,2,0,0,0,1999-00,BOS,2,2,[],10.0,196,37
7:06,4,1,0,NHL,26,2,121,-6,35,2,0,0,0,2000-01,BOS,2,2,[],5.7,284,40
4:22,2,0,0,NHL,27,0,85,-5,22,2,0,0,0,2001-02,LAK,2,0,[],9.1,188,43
4:03,0,0,0,NHL,28,0,17,0,0,0,0,0,0,2002-03,LAK,0,0,[],0,16,4
3:39,0,0,0,NHL,31,0,7,-1,0,0,0,0,0,2005-06,LAK,0,0,[],0,18,5
