average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
,0,6,1,0,0,NHL,22,3,0,0,5,16,0,3,0,0,0,0,0,1995-96,WSH,3,0,3,0,18.8,,11,[]
,0,11,0,0,0,NHL,23,4,0,12,-3,23,0,2,0,2,0,3,0,1996-97,WSH,4,0,7,0,17.4,,23,[]
,0,23,2,0,0,NHL,24,8,0,12,2,42,0,7,0,4,0,4,0,1997-98,WSH,11,0,12,0,26.2,,28,[]
13:13,0,31,1,0,0,NHL,25,14,0,26,-10,65,0,4,0,7,0,6,0,1998-99,NSH,11,0,20,0,16.9,1018,77,[]
15:42,0,50,2,0,0,NHL,26,15,0,30,-32,107,0,14,0,9,0,12,0,1999-00,ATL,23,0,27,0,21.5,1272,81,[]
16:58,0,59,4,0,0,NHL,27,28,0,26,-5,104,0,9,0,6,0,16,0,2000-01,ATL,15,0,44,0,14.4,1307,77,[]
16:02,0,69,2,0,0,NHL,28,26,0,18,-4,106,0,11,0,10,0,22,0,2001-02,MIN,21,0,48,0,19.8,1299,81,[]
14:29,0,46,2,0,0,NHL,29,13,0,30,-10,97,0,9,0,9,0,15,0,2002-03,MIN,18,0,28,0,18.6,1187,82,[]
15:32,0,49,3,0,0,NHL,30,22,0,12,3,90,0,8,0,7,0,12,0,2003-04,MIN,15,0,34,0,16.7,1273,82,"[{'link': '/awards/voting-2004.html#byng', 'name': 'Byng-30'}]"
15:01,0,63,2,0,0,NHL,32,22,0,48,9,129,0,13,0,11,0,17,0,2005-06,COL,24,0,39,0,18.6,1231,82,[]
17:31,0,83,2,0,0,NHL,33,29,0,36,-8,173,0,18,0,9,0,27,0,2006-07,COL,27,0,56,0,15.6,1436,82,"[{'link': '/awards/voting-2007.html#AS', 'name': 'AS-12'}, {'link': '/awards/voting-2007.html#byng', 'name': 'Byng-25'}]"
15:33,197,59,2,0,21,NHL,34,31,3,14,5,125,37.5,12,5,7,0,9,24,2007-08,COL,19,14,40,27,15.2,1275,82,"[{'link': '/awards/voting-2008.html#byng', 'name': 'Byng-17'}]"
16:57,170,50,3,0,13,NHL,35,19,2,18,-5,118,22.2,13,7,9,0,9,16,2008-09,MIN,22,22,28,32,18.6,1356,80,"[{'link': '/awards/voting-2009.html#byng', 'name': 'Byng-35'}]"
17:02,192,61,3,0,20,NHL,36,23,5,12,-5,129,50.0,13,5,12,0,13,15,2009-10,MIN,25,33,36,29,0,1396,82,"[{'link': '/awards/voting-2010.html#byng', 'name': 'Byng-14'}]"
16:48,154,46,3,0,31,NHL,37,18,7,16,-7,117,38.9,10,11,8,0,10,18,2010-11,MIN,18,27,28,29,15.4,1378,82,"[{'link': '/awards/voting-2011.html#byng', 'name': 'Byng-15'}]"
13:33,116,27,0,0,15,NHL,38,12,7,4,-13,75,50.0,8,7,4,0,3,16,2011-12,CHI,12,21,15,15,16.0,1057,78,"[{'link': '/awards/voting-2012.html#byng', 'name': 'Byng-46'}]"
