assists,team,goals,year,games_played,points,pim,age,plus_minus,league
4,Everett Silvertips,6,2005-06,62,10,8,16,-8,WHL
12,Everett Silvertips,3,2006-07,58,15,23,17,2,WHL
26,Everett Silvertips,17,2007-08,71,43,18,18,-5,WHL
34,Everett Silvertips,32,2008-09,72,66,10,19,-16,WHL
38,Everett Silvertips,42,2009-10,72,80,38,20,36,WHL
0,Adirondack Phantoms,1,2009-10,5,1,2,20,-1,AHL
23,Greenville Road Warriors,22,2010-11,48,45,20,21,18,ECHL
2,Adirondack Phantoms,1,2010-11,20,3,4,21,-9,AHL
14,Adirondack Phantoms,13,2011-12,70,27,43,22,-9,AHL
13,Trenton Titans,14,2012-13,15,27,2,23,3,ECHL
5,Adirondack Phantoms,5,2012-13,48,10,35,23,-17,AHL
20,Chicago Wolves,13,2013-14,63,33,8,24,19,AHL
18,Chicago Wolves,32,2014-15,75,50,14,25,-4,AHL
25,Portland Pirates,12,2015-16,59,37,18,26,-6,AHL
14,2 Teams,8,2016-17,58,22,8,27,-9,AHL
12,Springfield Thunderbirds,7,2016-17,39,19,6,27,-4,AHL
2,Albany Devils,1,2016-17,19,3,2,27,-5,AHL
