goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
4.0,0,NHL,22,NYI,1287,22,7,91,1,61,0,6.05,6,0,8,1,0,0,0,.905,1993-94,639,2.84,6,[],578
1.7,0,NHL,21,NYI,1185,23,11,125,0,67,0,-13.41,2,0,6,0,0,0,0,.876,1994-95,539,3.39,2,[],472
1.5,0,NHL,13,NYI,636,24,9,112,0,39,0,-4.26,1,0,3,0,0,0,0,.886,1995-96,342,3.68,2,[],303
3.4,0,NHL,30,STL,1658,26,8,104,0,60,0,-2.06,2,2,16,0,0,0,0,.903,1997-98,618,2.17,4,"[{'link': '/awards/masterton.html#1998', 'name': None}]",558
2.5,0,NHL,33,STL,1763,27,14,119,0,70,0,-10.99,4,3,13,0,0,0,0,.891,1998-99,640,2.38,0,[],570
2.0,0,NHL,19,STL,1009,28,5,101,0,33,0,-0.40,2,2,9,0,0,0,0,.903,1999-00,341,1.96,2,[],308
6.5,0,NHL,38,MIN,2230,29,23,98,1,98,0,1.83,9,2,5,1,0,0,0,.905,2000-01,1032,2.64,4,[],934
2.2,0,NHL,22,CGY,1165,31,11,118,0,58,0,-9.05,4,0,2,0,0,0,0,.892,2002-03,537,2.99,14,[],479
3.7,0,NHL,30,TOT,1690,32,12,107,1,65,0,-4.08,3,4,13,1,0,0,0,.905,2003-04,684,2.31,4,[],619
3.5,0,NHL,26,CGY,1446,32,9,101,1,53,0,-0.72,3,4,12,1,0,0,0,.910,2003-04,587,2.20,4,[],534
0.2,0,NHL,4,NYR,244,32,3,0,0,12,0,0,0,0,1,0,0,0,0,.876,2003-04,97,2.95,0,[],85
2.3,0,NHL,17,FLA,678,34,4,96,0,34,0,1.54,2,0,2,0,0,0,0,.906,2005-06,360,3.01,0,[],326
1.5,0,NHL,9,CGY,533,35,5,0,0,32,0,0,1,0,3,0,0,0,0,.895,2006-07,304,3.60,16,[],272
