age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0,0,0,0,NHL,2,0,1926-27,0,0,0,,0,0,,NYR,0
21,SC,0,0,0,0,NHL,8,0,1927-28,0,0,0,,0,30,,NYR,0
22,,0,0,0,0,NHL,0,0,1928-29,0,0,0,,0,6,,NYR,2
23,,0,0,0,0,NHL,4,0,1929-30,0,0,0,,0,2,,NYR,0
24,,0,0,0,0,NHL,4,0,1930-31,0,0,3,,0,2,,NYR,3
25,,0,0,0,0,NHL,2,0,1931-32,0,0,0,,0,2,,CBH,0
27,SC,0,0,3,0,NHL,8,0,1933-34,0,0,4,,0,6,,CBH,7
28,,0,0,0,0,NHL,2,0,1934-35,0,0,0,,0,0,,CBH,0
29,,0,0,3,0,NHL,2,0,1935-36,0,0,0,,0,0,,CBH,3
31,SC,0,0,3,0,NHL,0,0,1937-38,0,0,4,,0,6,,CBH,7
