age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
23,,6.3,1,1,0,NHL,6,0,1967-68,0,16,1,,0,4,,NYR,2
24,,14.3,1,0,-3,NHL,4,0,1968-69,0,7,1,,0,2,,NYR,1
25,,0.0,0,0,-2,NHL,2,0,1969-70,0,3,0,,0,0,,NYR,0
26,,5.6,1,0,-4,NHL,13,0,1970-71,0,18,1,,0,12,,NYR,1
27,,2.7,0,4,4,NHL,0,0,1971-72,0,37,1,,1,10,,NYR,5
29,,0.0,0,2,0,NHL,13,0,1973-74,0,22,0,,0,19,,NYR,2
30,,0.0,0,0,-8,NHL,7,0,1974-75,0,6,0,,0,0,,TOR,0
31,,0.0,0,1,-9,NHL,10,0,1975-76,0,14,0,,0,6,,TOR,1
32,,0.0,0,0,-7,NHL,4,0,1976-77,0,5,0,,0,2,,STL,0
34,,0.0,0,0,-3,NHL,2,0,1978-79,0,3,0,,0,0,,ATF,0
