assists,year,games_played,points,goals,team,age,pim,plus_minus,league
4,1937-38,6,4,0,Toronto Marlboros,19,6,0,OHA-Jr.
2,1938-39,7,3,1,Oshawa Generals,20,5,0,OHA-Jr.
8,1938-39,9,13,5,Oshawa Generals,20,14,0,M-Cup
1,1939-40,7,1,0,Toronto Goodyears,21,4,0,OHA-Sr.
2,1939-40,3,3,1,Toronto RCAF,21,2,0,TMHL
0,1939-40,4,0,0,Toronto Goodyears,21,2,0,Al-Cup
0,1940-41,10,0,0,Toronto Marlboros,22,11,0,OHA-Sr.
2,1940-41,3,3,1,Toronto RCAF,22,2,0,TMHL
1,1940-41,7,1,0,Toronto Marlboros,22,6,0,Al-Cup
0,1941-42,5,0,0,Cornwall Flyers,23,0,0,QSHL
0,1942-43,6,0,0,Cornwall Army,24,4,0,QSHL
2,1944-45,11,5,3,Hershey Bears,26,2,0,AHL
1,1945-46,3,1,0,Hershey Bears,27,0,0,AHL
0,1946-47,4,0,0,Cleveland Barons,28,2,0,AHL
