assists,year,games_played,points,goals,team,age,pim,plus_minus,league
5,1937-38,12,8,3,Toronto Marlboros,19,8,0,OHA-Jr.
12,1938-39,14,19,7,Oshawa Generals,20,14,0,OHA-Jr.
0,1938-39,1,0,0,Oshawa G-Men,20,0,0,OHA-Sr.
13,1939-40,28,18,5,Toronto Goodyears,21,18,0,OHA-Sr.
0,1939-40,1,0,0,Toronto Red Indians,21,0,0,TIHL
3,1939-40,6,6,3,Toronto RCAF,21,4,0,TMHL
8,1940-41,30,16,8,Toronto Marlboros,22,18,0,OHA-Sr.
3,1940-41,6,6,3,Toronto RCAF,22,4,0,TMHL
11,1941-42,37,14,3,Cornwall Flyers,23,36,0,QSHL
6,1942-43,27,11,5,Cornwall Army,24,16,0,QSHL
5,1944-45,12,7,2,New York Rovers,26,7,0,EAHL
4,1944-45,24,5,1,Hershey Bears,26,4,0,AHL
1,1944-45,4,2,1,Toronto Orphans,26,5,0,TMHL
11,1945-46,55,15,4,Hershey Bears,27,16,0,AHL
17,1946-47,53,22,5,Cleveland Barons,28,26,0,AHL
7,1947-48,23,11,4,Philadelphia Rockets,29,10,0,AHL
6,1948-49,24,6,0,Philadelphia Rockets,30,15,0,AHL
