pim,team,assists,plus_minus,points,league,games_played,year,age,goals
6,Stratford Kroehlers,22,0,36,OHA-Jr.,16,1942-43,19,14
25,2 Teams,14,0,22,AHL,42,1945-46,22,8
21,Hershey Bears,9,0,13,AHL,25,1945-46,22,4
4,New Haven Ramblers,5,0,9,AHL,17,1945-46,22,4
38,Springfield Indians,12,0,20,AHL,50,1946-47,23,8
2,Springfield Indians,4,0,5,AHL,17,1947-48,24,1
32,Fort Worth Rangers,20,0,32,USHL,50,1948-49,25,12
26,San Diego/Seattle,20,0,45,PCHL,70,1949-50,26,25
54,Sydney Millionaires,28,0,48,CBMHL,49,1950-51,27,20
11,Sydney Millionaires,5,0,9,Alx-Cup,11,1950-51,27,4
42,Sydney Millionaires,19,0,31,MMHL,41,1951-52,28,12
25,New Haven Tomahawks,10,0,29,EAHL,29,1951-52,28,19
12,Washington Lions,2,0,6,EAHL,13,1952-53,29,4
36,Kitchener/Chatham,16,0,28,OHA-Sr.,41,1952-53,29,12
47,Chatham/Stratford,27,0,36,OHA-Sr.,54,1953-54,30,9
