assists,team,goals,year,games_played,points,pim,age,plus_minus,league
22,Aurora Tigers,10,1973-74,44,32,120,17,0,ON-Jr.A
10,Aurora Tigers,14,1974-75,27,24,46,18,0,ON-Jr.A
14,Kingston Canadians,1,1974-75,31,15,49,18,0,OMJHL
32,Kingston Canadians,10,1975-76,49,42,72,19,0,OMJHL
33,Saginaw Gears,4,1976-77,60,37,100,20,0,IHL
59,Saginaw Gears,13,1977-78,80,72,56,21,0,IHL
27,New Brunswick Hawks,9,1978-79,76,36,86,22,0,AHL
6,New Brunswick Hawks,1,1979-80,21,7,10,23,0,AHL
48,New Brunswick Hawks,8,1980-81,68,56,80,24,0,AHL
33,Cincinnati Tigers,10,1981-82,46,43,94,25,0,CHL
27,Baltimore Skipjacks,4,1984-85,44,31,43,28,0,AHL
26,Baltimore Skipjacks,2,1985-86,78,28,94,29,0,AHL
9,Newmarket Saints,4,1986-87,51,13,60,30,0,AHL
27,Newmarket Saints,12,1987-88,78,39,102,31,0,AHL
42,Newmarket Saints,9,1988-89,73,51,62,32,0,AHL
8,Newmarket Saints,0,1989-90,24,8,31,33,0,AHL
