league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,4,0,18,2,1,0,,DET,[],50.0,0,0,-2,1,0,1981-82,,1,2,0,0
NHL,18,0,19,24,2,0,,DET,[],8.3,2,0,-14,2,0,1982-83,,0,15,0,0
NHL,28,0,20,20,10,0,,DET,[],20.0,4,6,4,4,0,1983-84,,0,32,0,6
NHL,30,0,21,30,9,0,,DET,[],26.7,8,1,-5,8,0,1984-85,,0,45,0,1
NHL,48,1,22,83,22,5,,DET,[],8.4,5,15,-27,7,0,1985-86,,2,142,2,8
NHL,75,3,23,145,40,2,,NJD,[],11.0,13,24,-7,16,1,1986-87,,2,137,1,21
NHL,68,2,24,117,35,4,,NJD,"[{'link': '/awards/voting-1988.html#selke', 'name': 'Selke-23'}]",14.5,12,18,7,17,2,1987-88,,3,121,0,14
NHL,74,1,25,92,21,0,,NJD,[],7.6,6,14,-10,7,1,1988-89,,0,209,0,14
NHL,72,0,26,128,25,1,,QUE,[],8.6,8,14,-27,11,3,1989-90,,0,104,0,13
NHL,66,0,27,89,17,1,,TOT,[],6.7,4,11,-20,6,2,1990-91,,0,88,0,10
NHL,59,0,27,79,15,1,,QUE,[],6.3,3,10,-20,5,2,1990-91,,0,86,0,9
NHL,7,0,27,10,2,0,,TOR,[],10.0,1,1,0,1,0,1990-91,,0,2,0,1
NHL,75,1,28,101,17,0,,TOT,[],6.9,6,10,-24,7,0,1991-92,,1,115,0,10
NHL,64,1,28,91,15,0,,TOR,[],6.6,5,9,-21,6,0,1991-92,,1,102,0,9
NHL,11,0,28,10,2,0,,NYI,[],10.0,1,1,-3,1,0,1991-92,,0,13,0,1
NHL,41,0,29,41,8,0,,NYI,[],12.2,5,3,-5,5,0,1992-93,,0,90,0,3
NHL,17,0,30,14,2,0,,NYI,[],7.1,1,1,-2,1,0,1993-94,,0,49,0,1
