pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,CHZ Litvinov,0,0,0,Czech,3,1967-68,18,0
0,CHZ Litvinov,5,0,9,Czech,36,1968-69,19,4
0,CHZ Litvinov Jr.,9,0,12,Czech-Jr.,36,1970-71,21,3
2,Czechoslovakia,0,0,1,WEC-A,9,1970-71,21,1
0,CHZ Litvinov,9,0,14,Czech,36,1971-72,22,5
8,Czechoslovakia,1,0,1,WEC-A,10,1971-72,22,0
0,CHZ Litvinov,9,0,12,Czech,36,1972-73,23,3
6,Czechoslovakia,2,0,3,WEC-A,10,1972-73,23,1
0,CHZ Litvinov,8,0,17,Czech,40,1973-74,24,9
2,Czechoslovakia,3,0,4,WEC-A,10,1973-74,24,1
0,CHZ Litvinov,20,0,25,Czech,30,1974-75,25,5
6,Czechoslovakia,2,0,3,WEC-A,10,1974-75,25,1
0,CHZ Litvinov,18,0,29,Czech,31,1975-76,26,11
6,Czechoslovakia,3,0,4,Olympics,5,1975-76,26,1
2,Czechoslovakia,3,0,7,WEC-A,10,1975-76,26,4
4,Czechoslovakia,2,0,5,Can-Cup,7,1976-77,27,3
0,CHZ Litvinov,28,0,37,Czech,40,1976-77,27,9
6,Czechoslovakia,4,0,4,WEC-A,10,1976-77,27,0
49,CHZ Litvinov,35,0,56,Czech,44,1977-78,28,21
8,Czechoslovakia,2,0,3,WEC-A,9,1977-78,28,1
30,CHZ Litvinov,25,0,37,Czech,44,1978-79,29,12
8,Czechoslovakia,2,0,4,WEC-A,8,1978-79,29,2
15,Czechoslovakia,4,0,7,Nat-Tm,14,1979-80,30,3
2,Czechoslovakia,3,0,3,Olympics,6,1979-80,30,0
18,2 Teams,17,0,23,Czech,31,1979-80,30,6
8,CHZ Litvinov,11,0,16,Czech,17,1979-80,30,5
10,Sparta CKD Praha,6,0,7,Czech,14,1979-80,30,1
14,Sparta CKD Praha,16,0,20,Czech,40,1980-81,31,4
