assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1996-97,3,1,0,Niagara Falls Canucks,15,2,0,ON-Jr.B
25,1997-98,47,38,13,Niagara Falls Canucks,16,42,0,ON-Jr.B
30,1998-99,68,38,8,Guelph Storm,17,52,0,OHL
46,1999-00,67,59,13,Guelph Storm,18,38,0,OHL
52,2000-01,66,77,25,Guelph Storm,19,88,0,OHL
63,2001-02,67,86,23,Guelph Storm,20,68,0,OHL
19,2002-03,72,21,2,Providence Bruins,21,53,15,AHL
23,2003-04,65,29,6,Providence Bruins,22,44,-2,AHL
26,2004-05,71,34,8,Providence Bruins,23,48,-8,AHL
0,2006-07,3,4,4,Manchester Monarchs,25,4,3,AHL
4,2007-08,5,5,1,Manchester Monarchs,26,2,-2,AHL
30,2008-09,53,59,29,Barys Astana,27,137,0,KHL
27,2009-10,55,41,14,Barys Astana,28,90,0,KHL
27,2010-11,53,39,12,Barys Astana,29,40,0,KHL
36,2011-12,53,54,18,Barys Astana,30,33,0,KHL
23,2012-13,52,38,15,SKA St. Petersburg,31,18,0,KHL
