bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
0,QAAA,29,Ste-Foy Gouverneurs,1470,15,8,0,0,81,0,0,0,0,16,0,0,0,0,0,1996-97,0,3.31,0,0
0,QMJHL,24,Quebec Remparts,1188,16,7,0,0,66,0,0,1,0,12,0,0,0,0,0,1997-98,0,3.33,0,0
0,QMJHL,58,Quebec Remparts,3447,17,12,0,0,155,0,0,6,3,40,0,0,0,0,0,1998-99,0,2.70,0,0
0,QMJHL,53,Quebec Remparts,2984,18,16,0,1,133,0,0,4,2,31,1,0,0,0,.916,1999-00,1581,2.67,4,1448
0,WJC-A,6,Canada,360,18,2,0,0,11,0,0,1,0,3,0,0,0,0,0,1999-00,0,1.83,0,0
0,QMJHL,25,Rouyn-Noranda Huskies,1471,19,6,0,0,65,0,0,1,3,18,0,0,0,0,.913,2000-01,744,2.65,2,679
0,AHL,2,Philadelphia Phantoms,86,19,0,0,0,4,0,0,0,0,1,0,0,0,0,.926,2000-01,54,2.79,0,50
0,WJC-A,7,Canada,398,19,2,0,0,10,0,0,1,1,4,0,0,0,0,0,2000-01,0,1.51,0,0
0,AHL,47,2 Teams,2652,20,16,0,2,121,0,0,8,1,19,2,0,0,0,.913,2001-02,1388,2.74,0,1267
0,AHL,41,Philadelphia Phantoms,2294,20,13,0,1,104,0,0,8,1,16,1,0,0,0,.911,2001-02,1166,2.72,0,1062
0,AHL,6,Portland Pirates,358,20,3,0,1,17,0,0,0,0,3,1,0,0,0,.923,2001-02,222,2.85,0,205
0,AHL,48,Portland Pirates,2773,21,16,0,1,111,0,0,7,7,22,1,0,0,0,.929,2002-03,1560,2.40,2,1449
0,AHL,52,Portland Pirates,3050,22,29,0,0,101,0,0,8,10,15,0,0,0,0,.930,2003-04,1453,1.99,0,1352
0,AHL,40,Portland Pirates,2305,23,20,0,0,111,0,0,3,0,15,0,0,0,0,.911,2004-05,1246,2.89,9,1135
0,AHL,17,2 Teams,987,24,7,0,0,51,0,0,0,0,9,0,0,0,0,.887,2005-06,451,3.10,0,400
0,AHL,1,Hershey Bears,41,24,0,0,0,5,0,0,0,0,0,0,0,0,0,.737,2005-06,19,7.32,0,14
0,AHL,16,Manitoba Moose,946,24,7,0,0,46,0,0,0,0,9,0,0,0,0,.894,2005-06,432,2.92,0,386
0,ECHL,5,Trenton Devils,299,26,2,0,0,16,0,0,0,0,3,0,0,0,0,.887,2007-08,141,3.21,0,125
