bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,won,assists,ties,wins,games_played,minutes
0,0,0,3.00,0,21,NHL,1,23,.000,18,0,0,0,0,3,.857,2014-15,WSH,0,,0,0,1,1,60
0,0,0,6.32,0,9,NHL,0,25,0,7,0,0,0,0,2,.778,2016-17,WSH,0,,0,0,0,1,19
