age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0.0,0,1,-1,NHL,2,0,1978-79,0,5,0,,0,0,,BUF,1
21,,8.1,3,4,2,NHL,14,0,1979-80,0,37,3,,0,2,,BUF,7
22,,11.6,4,3,-5,NHL,8,0,1980-81,0,43,5,,1,2,,BUF,8
23,,0.0,0,0,-5,NHL,4,0,1981-82,0,3,0,,0,2,,BUF,0
24,,15.0,2,1,-3,NHL,10,0,1982-83,2,20,3,,1,4,,BUF,4
25,,0.0,0,0,-5,NHL,7,0,1983-84,0,9,0,,0,0,,QUE,0
26,,21.1,6,6,3,NHL,9,0,1984-85,1,38,8,,2,0,,MNS,14
27,,16.7,2,1,-1,NHL,5,0,1985-86,0,12,2,,0,22,,MNS,3
28,,0.0,0,0,-3,NHL,6,0,1986-87,0,4,0,,0,12,,NYR,0
29,,9.4,2,6,-3,NHL,9,0,1987-88,1,32,3,,1,8,,STL,9
30,,0.0,0,1,1,NHL,3,0,1988-89,0,4,0,,0,0,,STL,1
32,,0.0,0,0,0,NHL,2,0,1990-91,0,2,0,,0,4,,CHI,0
