year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1946-47,23,4,79,10,0,AHL,57,Indianapolis Capitols,14
1947-48,24,5,63,16,0,AHL,65,Indianapolis Capitols,21
1948-49,25,3,46,24,0,AHL,65,Indianapolis Capitols,27
1949-50,26,12,20,19,0,AHL,70,St. Louis Flyers,31
1950-51,27,8,37,24,0,AHL,68,St. Louis Flyers,32
1951-52,28,2,23,11,0,AHL,50,St. Louis Flyers,13
