assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1960-61,6,4,3,Quebec Citadelles,16,0,0,QJHL
5,1961-62,10,11,6,Quebec Citadelles,17,2,0,QJHL
5,1961-62,8,13,8,Quebec Citadelles,17,8,0,M-Cup
12,1962-63,12,21,9,Quebec Citadelles,18,7,0,QJHL
6,1963-64,5,8,2,Montreal Jr. Canadiens,19,4,0,OHA-Jr.
4,1964-65,7,5,1,Montreal Jr. Canadiens,20,6,0,OHA-Jr.
1,1965-66,4,3,2,Muskegon Zephyrs,21,2,0,IHL
0,1966-67,5,0,0,Quebec Aces,22,2,0,AHL
8,1967-68,15,14,6,Quebec Aces,23,2,0,AHL
10,1968-69,15,14,4,Quebec Aces,24,28,0,AHL
1,1969-70,6,3,2,Quebec Aces,25,2,0,AHL
1,1970-71,1,2,1,Quebec Aces,26,0,0,AHL
1,1972-73,4,3,2,Richmond Robins,28,0,0,AHL
2,1973-74,5,7,5,Richmond Robins,29,2,0,AHL
3,1974-75,5,4,1,Virginia Wings,30,2,0,AHL
1,1975-76,7,1,0,Rochester Americans,31,0,0,AHL
4,1976-77,12,9,5,Rochester Americans,32,4,0,AHL
1,1977-78,6,6,5,Rochester Americans,33,2,0,AHL
