pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Blenheim Blades,0,0,0,ON-Jr.C,3,1992-93,14,0
38,Leamington Flyers,20,0,26,ON-Jr.B,52,1993-94,15,6
15,Kingston Frontenacs,5,0,8,OHL,43,1994-95,16,3
58,Kingston Frontenacs,17,0,38,OHL,55,1995-96,17,21
81,Kingston frontenacs,29,0,43,OHL,61,1996-97,18,14
2,Carolina Monarchs,0,0,0,AHL,9,1996-97,18,0
91,Kingston Frontenacs,56,8,94,OHL,66,1997-98,19,38
43,Beast of New Haven,27,-4,35,AHL,58,1998-99,20,8
12,Louisville Panthers,6,-2,11,AHL,36,1999-00,21,5
4,Port Huron Border Cats,1,-3,3,UHL,6,1999-00,21,2
4,Louisville Panthers,1,1,1,AHL,7,2000-01,22,0
4,Port Huron Border Cats,1,0,1,UHL,4,2000-01,22,0
21,Binghamton Icemen,9,-16,10,UHL,25,2001-02,23,1
64,2 Teams,16,5,24,ECHL,62,2002-03,24,8
58,Greensboro Generals,8,-1,14,ECHL,51,2002-03,24,6
6,Mississippi Sea Wolves,8,6,10,ECHL,11,2002-03,24,2
44,South Carolina Stingrays,25,-1,38,ECHL,68,2003-04,25,13
72,Sport Vaasa,21,0,29,Finland-2,41,2004-05,26,8
49,Sport Vaasa,4,0,7,Finland-2,29,2005-06,27,3
107,Frisk-Asker IF,15,0,24,Norway,36,2006-07,28,9
4,Esbjerg IK,1,0,3,Denmark,8,2007-08,29,2
38,Alba Szekesfehervar,5,0,9,Austria,25,2007-08,29,4
6,Alba Szekesfehervar,0,0,0,Hungary,2,2007-08,29,0
54,High1,12,0,18,AsianHL,35,2008-09,30,6
14,2 Teams,2,0,4,ECHL,19,2009-10,31,2
11,2 Teams,7,0,9,Britain,22,2009-10,31,2
11,Edinburgh Capitals,6,0,7,Britain,12,2009-10,31,1
0,Coventry Blaze,1,0,2,Britain,10,2009-10,31,1
0,Utah Grizzlies,0,0,0,ECHL,3,2009-10,31,0
14,Bakersfield Condors,2,0,4,ECHL,16,2009-10,31,2
4,2 Teams,8,0,13,Britain,18,2010-11,32,5
4,Telford Tigers,5,0,8,Britain,12,2010-11,32,3
0,Peterborough Phantoms,3,0,5,Britain,6,2010-11,32,2
36,Peterborough Phantoms,38,0,51,Britain,49,2011-12,33,13
