goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
1.6,0,NHL,9,NYR,485,23,3,0,0,29,0,0,3,0,2,0,0,0,0,.886,1983-84,254,3.59,0,[],225
0.0,0,NHL,4,NYR,156,25,3,0,0,11,0,0,0,0,0,0,0,0,0,.804,1985-86,56,4.23,0,[],45
0.1,0,NHL,1,NYR,65,26,0,0,0,5,0,0,1,0,0,0,0,0,0,.857,1986-87,35,4.62,0,[],30
0.1,0,NHL,2,NYR,90,27,1,0,0,6,0,0,0,0,1,0,0,0,0,.854,1987-88,41,4.00,0,[],35
1.6,0,NHL,12,LAK,654,29,6,105,0,40,0,-1.84,0,0,5,0,0,0,0,.875,1989-90,321,3.67,2,[],281
