pim,team,assists,plus_minus,points,league,games_played,year,age,goals
90,Yellowhead Chiefs,19,0,31,MMMHL,33,1994-95,16,12
103,Seattle Thunderbirds,9,0,13,WHL,59,1995-96,17,4
125,Seattle Thunderbirds,21,0,33,WHL,72,1996-97,18,12
131,2 Teams,21,10,30,WHL,59,1997-98,19,9
100,Seattle Thunderbirds,12,6,17,WHL,37,1997-98,19,5
31,Spokane Chiefs,9,4,13,WHL,22,1997-98,19,4
153,Hershey Bears,6,-12,8,AHL,62,1998-99,20,2
148,Hershey Bears,16,-3,25,AHL,64,1999-00,21,9
87,Hershey Bears,17,-1,23,AHL,48,2000-01,22,6
12,Portland Pirates,1,-3,3,AHL,10,2003-04,25,2
83,Utah Grizzlies,6,-20,8,AHL,45,2004-05,26,2
125,2 Teams,11,4,12,AHL,69,2005-06,27,1
4,San Antonio Rampage,0,-7,0,AHL,5,2005-06,27,0
121,Milwaukee Admirals,11,11,12,AHL,64,2005-06,27,1
155,Bridgeport Sound Tigers,15,-10,18,AHL,76,2006-07,28,3
77,Springfield Falcons,8,6,10,AHL,54,2007-08,29,2
111,Fuchse Duisburg,9,0,11,Germany,47,2008-09,30,2
