age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0,0,0,0,NHL,3,0,1985-86,0,0,0,,0,0,,CBH,0
21,,12.5,1,0,-2,NHL,4,0,1986-87,0,8,1,,0,9,,CHI,1
22,,0.0,0,0,4,NHL,5,0,1987-88,0,4,0,,0,4,,CHI,0
23,,19.4,3,5,4,NHL,14,0,1988-89,1,36,7,,1,18,,CHI,12
24,,20.5,7,6,8,NHL,19,1,1989-90,1,44,9,,1,29,,CHI,15
25,,0.0,0,1,0,NHL,6,0,1990-91,0,11,0,,0,38,,CHI,1
26,,30.0,3,3,2,NHL,7,0,1991-92,0,10,3,,0,14,,BUF,6
27,,8.3,0,0,-2,NHL,8,1,1992-93,1,12,1,,0,6,,BUF,1
28,,10.5,1,1,-1,NHL,7,0,1993-94,1,19,2,,1,14,,BUF,3
29,,21.4,2,1,3,NHL,5,1,1994-95,1,14,3,,0,8,,BUF,4
30,,0.0,0,0,0,NHL,5,0,1995-96,0,4,0,,0,2,,TOR,0
