year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1928-29,19,0,0,0,0,PCHL,1,Vancouver Lions,0
1929-30,20,0,2,0,0,PCHL,4,Vancouver Lions,0
1930-31,21,1,12,1,0,PCHL,4,Vancouver Lions,2
1932-33,23,4,12,1,0,Can-Am,7,Boston Cubs,5
1933-34,24,1,22,2,0,Can-Am,5,Boston Cubs,3
1934-35,25,0,0,0,0,NWHL,1,Vancouver Lions,0
1936-37,27,1,2,0,0,IAHL,5,Springfield Indians,1
1937-38,28,0,4,2,0,PCHL,4,Seattle Seahawks,2
1938-39,29,0,0,0,0,PCHL,7,Seattle Seahawks,0
1939-40,30,2,12,0,0,PCHL,5,Vancouver Lions,2
1940-41,31,1,22,1,0,PCHL,6,Vancouver Lions,2
