power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,4,1,0,NHL,2006-07,21,0,DAL,63,1,0,0,0,7,,,0.0,0
1,18,8,0,NHL,2007-08,22,4,DAL,328,4,8,1,0,31,53,,12.9,3
1,12,5,0,NHL,2013-14,28,2,BOS,212,3,4,1,0,24,37,,8.3,1
