won,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
SC,0,NHL,0,CAR,0,21,0,86,1,47,0,7.87,0,2,0,1,0,0,0,.920,2005-06,584,2.14,0,537
,2,NHL,18,CAR,1101,24,0,100,0,49,17,-0.08,0,0,8,0,.529,0,9,.915,2008-09,576,2.67,0,527
