goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.9,0,NHL,6,STL,286,21,2,0,0,10,0,0,0,0,3,0,0,0,0,.921,1998-99,127,2.10,0,[],117
4.4,0,NHL,31,STL,1744,23,9,96,0,63,0,2.39,2,4,19,0,0,0,0,.907,2000-01,676,2.17,2,"[{'link': '/awards/voting-2001.html#calder', 'name': 'Calder-11'}]",613
7.1,0,NHL,58,STL,3491,24,20,106,4,127,0,-7.72,4,5,34,4,0,0,0,.902,2001-02,1293,2.18,2,[],1166
4.3,0,NHL,38,STL,2042,25,13,109,1,84,0,-7.06,5,2,16,1,0,0,0,.900,2002-03,844,2.47,2,[],760
2.6,0,NHL,18,TOT,979,26,9,103,0,41,0,-1.28,2,1,5,0,0,0,0,.908,2003-04,446,2.51,0,[],405
1.0,0,NHL,10,STL,493,26,3,0,0,20,0,0,1,1,4,0,0,0,0,.901,2003-04,203,2.43,0,[],183
1.6,0,NHL,8,PHX,486,26,6,0,0,21,0,0,1,0,1,0,0,0,0,.914,2003-04,243,2.59,0,[],222
5.5,0,NHL,26,WSH,1413,28,12,96,0,81,0,3.32,1,1,9,0,0,0,0,.905,2005-06,854,3.44,14,[],773
3.9,0,NHL,30,WSH,1644,29,15,117,1,99,0,-14.29,7,0,6,1,0,0,0,.889,2006-07,894,3.61,4,[],795
3.0,3,NHL,19,WSH,1032,30,8,101,0,46,17,-0.58,2,0,7,0,.471,0,8,.908,2007-08,500,2.67,0,[],454
3.5,2,NHL,21,WSH,1131,31,6,100,1,53,19,-0.02,2,0,12,1,.579,0,11,.908,2008-09,579,2.81,4,[],526
2.9,3,NHL,23,PIT,1108,32,6,106,1,51,15,-3.00,1,0,10,1,.533,0,8,.906,2009-10,541,2.76,0,[],490
4.3,4,NHL,23,PIT,1297,33,5,89,1,47,20,5.62,3,1,13,1,.750,0,15,.922,2010-11,604,2.17,24,[],557
0.9,5,NHL,16,PIT,811,34,7,135,1,42,14,-10.96,2,0,6,1,.286,0,4,.883,2011-12,359,3.11,0,[],317
