year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1983-84,16,15,104,36,0,QAAA,40,Montreal-Concordia,51
1984-85,17,13,88,19,0,QMJHL,68,Laval Voisins,32
1985-86,18,57,131,68,0,QMJHL,71,Laval Titan,125
1987-88,20,0,35,5,0,IHL,8,Peoria Rivermen,5
1988-89,21,25,134,28,0,AHL,73,Sherbrooke Canadiens,53
1996-97,29,4,54,10,0,IHL,28,Long Beach Ice Dogs,14
1997-98,30,3,24,5,1,IHL,10,Long Beach Ice Dogs,8
1997-98,30,3,0,1,-1,AHL,6,Springfield Falcons,4
1998-99,31,4,16,4,-5,IHL,17,Long Beach Ice Dogs,8
