league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,2,0,22,1,0,0,,DET,[],0.0,0,0,0,0,0,1992-93,,0,0,0,0
NHL,7,0,23,9,3,2,,DET,[],11.1,1,2,0,1,0,1993-94,,0,2,0,0
NHL,25,0,24,28,11,5,,TOT,[],3.6,1,10,4,1,0,1994-95,,0,14,0,5
NHL,10,0,24,6,3,1,,DET,[],16.7,1,2,0,1,0,1994-95,,0,2,0,1
NHL,15,0,24,22,8,4,,MDA,[],0.0,0,8,4,0,0,1994-95,,0,12,0,4
NHL,79,0,25,106,24,6,,MDA,[],2.8,3,21,-7,3,0,1995-96,,0,88,0,15
NHL,75,0,26,121,21,6,,OTT,[],3.3,3,17,-8,4,0,1996-97,,1,67,0,11
NHL,73,0,27,109,16,5,,OTT,[],2.8,3,13,8,3,0,1997-98,,0,62,0,8
NHL,79,0,28,177,35,14,1882,OTT,[],2.3,2,31,17,4,0,1998-99,23:49,2,48,1,16
NHL,79,1,29,159,30,7,1843,OTT,[],5.0,7,22,-3,8,0,1999-00,23:20,1,60,1,14
NHL,74,2,30,133,22,3,1762,OTT,[],4.5,3,16,7,6,0,2000-01,23:49,3,72,0,13
NHL,74,2,31,104,25,10,1430,MDA,[],4.8,2,20,-11,5,0,2001-02,19:19,3,60,0,10
NHL,74,0,32,107,19,7,1477,NSH,[],3.7,2,15,13,4,0,2002-03,19:57,2,52,0,8
NHL,67,1,33,80,15,4,1426,NSH,[],2.5,2,13,-4,2,0,2003-04,21:17,0,64,4,5
NHL,49,0,36,27,8,0,641,BOS,[],3.7,1,7,-14,1,0,2006-07,13:04,0,32,1,6
