assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1955-56,8,4,3,Kitchener Canucks,19,40,0,OHA-Jr.
1,1957-58,7,1,0,Winnipeg Warriors,21,25,0,WHL
4,1959-60,10,5,1,Springfield Indians,23,45,0,AHL
1,1960-61,8,2,1,Springfield Indians,24,14,0,AHL
8,1961-62,11,10,2,Springfield Indians,25,10,0,AHL
1,1963-64,2,1,0,Rochester Americans,27,2,0,AHL
3,1966-67,10,6,3,Rochester Americans,30,6,0,AHL
3,1970-71,6,4,1,Baltimore Clippers,34,16,0,AHL
4,1971-72,18,4,0,Baltimore Clippers,35,26,0,AHL
4,1973-74,9,6,2,Baltimore Clippers,37,34,0,AHL
7,1974-75,19,9,2,Toledo Goaldiggers,38,6,0,IHL
