assists,year,games_played,points,goals,team,age,pim,plus_minus,league
5,1954-55,21,7,2,Kitchener Canucks,18,104,0,OHA-Jr.
22,1955-56,48,38,16,Kitchener Canucks,19,193,0,OHA-Jr.
0,1955-56,3,1,1,Springfield Indians,19,4,0,AHL
4,1956-57,52,13,9,Owen Sound Mercurys,20,205,0,OHA-Sr.
24,1957-58,68,34,10,Winnipeg Warriors,21,135,0,WHL
12,1958-59,48,26,14,Vancouver Canucks,22,144,0,WHL
4,1958-59,9,6,2,Springfield Indians,22,28,0,AHL
18,1959-60,67,30,12,Springfield Indians,23,157,0,AHL
28,1960-61,65,36,8,Springfield Indians,24,138,0,AHL
41,1961-62,59,59,18,Springfield Indians,25,151,0,AHL
13,1963-64,27,19,6,Rochester Americans,27,38,0,AHL
2,1966-67,13,3,1,Tulsa Oilers,30,21,0,CPHL
9,1966-67,11,16,7,Rochester Americans,30,6,0,AHL
31,1969-70,64,40,9,Rochester Americans,33,145,0,AHL
36,1970-71,71,45,9,Baltimore Clippers,34,72,0,AHL
31,1971-72,75,37,6,Baltimore Clippers,35,180,0,AHL
0,1972-73,1,0,0,Long Island Ducks,36,0,0,EHL
46,1973-74,71,53,7,Baltimore Clippers,37,176,0,AHL
19,1974-75,37,24,5,Baltimore Clippers,38,67,0,AHL
9,1974-75,22,11,2,Toledo Goaldiggers,38,10,0,IHL
33,1975-76,66,38,5,Baltimore Clippers,39,140,0,AHL
