goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.4,0,NHL,11,CHI,494,19,7,0,0,43,0,0,1,0,0,0,0,0,0,.830,1988-89,253,5.22,0,[],210
0.3,0,NHL,4,CHI,183,20,0,0,0,14,0,0,0,0,2,0,0,0,0,.848,1989-90,92,4.59,0,[],78
0.3,0,NHL,1,CHI,60,21,0,0,0,2,0,0,0,0,1,0,0,0,0,.929,1990-91,28,2.00,0,[],26
0.6,0,NHL,17,CHI,877,22,7,139,1,54,0,-15.19,4,0,4,1,0,0,0,.844,1991-92,347,3.69,0,[],293
2.0,0,NHL,20,CHI,996,23,7,104,0,49,0,-1.70,1,2,6,0,0,0,0,.881,1992-93,411,2.95,0,[],362
0.3,0,NHL,15,SJS,697,24,7,0,0,50,0,0,0,0,3,0,0,0,0,.843,1993-94,319,4.30,6,[],269
0.3,0,NHL,2,CHI,119,25,1,0,0,5,0,0,0,0,1,0,0,0,0,.902,1994-95,51,2.52,0,[],46
0.1,0,NHL,1,CHI,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1995-96,8,0.00,0,[],8
0.2,0,NHL,2,CHI,105,27,1,0,0,7,0,0,1,0,0,0,0,0,0,.879,1996-97,58,4.00,0,[],51
2.1,0,NHL,17,PHX,793,28,6,0,0,28,0,0,1,1,5,0,0,0,0,.913,1997-98,322,2.12,2,[],294
1.7,0,NHL,16,PHX,898,29,5,114,0,41,0,-5.04,4,1,6,0,0,0,0,.895,1998-99,390,2.74,2,[],349
